Time_Stamp,Log_Source,Event_ID,Username,Source_IP,Destination_IP,Source_Port,Dest_Port,Event_Description,Category_Type
2025-10-20 00:10:25,,,,,,49730.0,,User guest_ext authenticated successfully via service 8163.,
,Proxy,6205.0,,203.0.113.3,192.168.1.5,,22.0,User admin_corp authenticated successfully via service 8687.,Auth_Fail
,,3308.0,,203.0.113.2,,17412.0,,,
2025-10-20 00:04:16,EDR,1664.0,,192.168.1.1,192.168.1.5,,21.0,,Email_Blocked
2025-10-20 00:10:45,,,admin_corp,,192.168.1.10,55752.0,22.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:10:50,Proxy,,svc_account,192.168.1.5,192.168.1.10,,,,Vulnerability_Scan
2025-10-20 00:10:55,SIEM,4229.0,admin_corp,,1.1.1.1,7796.0,21.0,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
,,,,,,,,User user_a authenticated successfully via service 8103.,Auth_Fail
,,8247.0,user_a,192.168.1.10,,,80.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
,,,,,,29386.0,,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,EDR,,guest_ext,,203.0.113.5,10533.0,,User guest_ext authenticated successfully via service 8573.,
,,,admin_corp,,192.168.1.7,20523.0,80.0,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 7b182957e361f561.,File_Write
,Firewall,,,192.168.1.4,203.0.113.1,,,,
,Firewall,,,192.168.1.10,203.0.113.2,10565.0,,,File_Write
,Proxy,,,192.168.1.1,,,22.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
,,,,203.0.113.3,,,,,
,,9076.0,,,,,,User svc_account authenticated successfully via service 8576.,
2025-10-20 00:09:28,,3207.0,,192.168.1.9,,,,,
,,2314.0,guest_ext,,,4345.0,21.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,Firewall,,user_a,203.0.113.2,,54105.0,3389.0,,
2025-10-20 00:02:25,Firewall,,,203.0.113.4,,28570.0,,,
,Proxy,9859.0,,192.168.1.5,,43281.0,,,
,,3770.0,admin_corp,203.0.113.2,,,22.0,,
2025-10-20 00:07:24,SIEM,5161.0,,192.168.1.2,203.0.113.3,,22.0,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",
2025-10-20 00:12:25,Firewall,5867.0,guest_ext,,1.1.1.1,28242.0,,Suspicious activity: Lazarus Group executed Emotet malware. File hash is b302ff1eaa2622ed.,File_Write
,,,guest_ext,,,57761.0,,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 15e737b2aa4e8edf.,File_Write
,EDR,,guest_ext,192.168.1.4,192.168.1.6,,80.0,,
2025-10-20 00:10:08,,,admin_corp,,,25187.0,80.0,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 083450de710b3be6.,
2025-10-20 00:02:33,SIEM,9544.0,,,,,3389.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,
,,2824.0,svc_account,192.168.1.5,203.0.113.2,,3389.0,,
2025-10-20 00:07:45,,1538.0,svc_account,192.168.1.5,,16319.0,21.0,User guest_ext authenticated successfully via service 8453.,Network_Conn
2025-10-20 00:05:12,,7206.0,,,192.168.1.8,60435.0,3389.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Lazarus Group source.,
2025-10-20 00:13:05,,9160.0,user_a,192.168.1.5,,43132.0,21.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
2025-10-20 00:13:10,,,,203.0.113.3,,,21.0,,
,Firewall,,guest_ext,,,,80.0,,Vulnerability_Scan
2025-10-20 00:13:20,Proxy,7734.0,,,192.168.1.4,,22.0,,Auth_Fail
,Firewall,,,203.0.113.4,192.168.1.3,,,,Network_Conn
,,5117.0,svc_account,,,13769.0,80.0,User admin_corp authenticated successfully via service 8090.,Network_Conn
2025-10-20 00:05:26,,6330.0,,192.168.1.3,,,,,
,SIEM,,,,,,22.0,User guest_ext authenticated successfully via service 8191.,
2025-10-20 00:08:15,EDR,,,203.0.113.3,,,,,Auth_Fail
,,,,203.0.113.5,203.0.113.4,64160.0,443.0,,Auth_Fail
,SIEM,3424.0,guest_ext,192.168.1.8,,51387.0,443.0,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
,,5666.0,user_a,192.168.1.7,1.1.1.1,,,,
2025-10-20 00:08:27,,,,192.168.1.3,203.0.113.2,13715.0,21.0,User user_a authenticated successfully via service 8677.,Auth_Fail
,Firewall,,,,,26482.0,80.0,Suspicious activity: Lazarus Group executed LockBit malware. File hash is ba79c72678193581.,File_Write
2025-10-20 00:05:42,Firewall,,,192.168.1.7,192.168.1.10,19047.0,80.0,,Network_Conn
2025-10-20 00:08:36,,,,192.168.1.10,,,,,Network_Conn
2025-10-20 00:02:53,,8343.0,svc_account,192.168.1.3,192.168.1.8,34660.0,,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
,SIEM,8205.0,,,1.1.1.1,6992.0,,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,
,Firewall,,user_a,203.0.113.3,,37875.0,,,
,,,user_a,192.168.1.6,203.0.113.3,37255.0,,,Email_Blocked
,,,,203.0.113.4,,60493.0,80.0,,
,EDR,,user_a,192.168.1.4,,,,User svc_account authenticated successfully via service 8534.,
,,1908.0,,192.168.1.7,,,,User admin_corp authenticated successfully via service 8539.,Auth_Fail
2025-10-20 00:15:00,,,,192.168.1.4,,,3389.0,,
2025-10-20 00:06:02,Proxy,5221.0,,192.168.1.10,,,80.0,,
2025-10-20 00:09:06,Proxy,1102.0,,203.0.113.5,,63772.0,22.0,,
2025-10-20 00:12:12,,,,,,,22.0,User svc_account authenticated successfully via service 8390.,Network_Conn
2025-10-20 00:09:12,SIEM,3437.0,guest_ext,,,5807.0,80.0,,
,SIEM,,,203.0.113.1,1.1.1.1,57294.0,80.0,User guest_ext authenticated successfully via service 8896.,Network_Conn
2025-10-20 00:03:06,,,,,,37206.0,,,Network_Conn
,,6898.0,,,192.168.1.5,30867.0,,,
,EDR,,guest_ext,203.0.113.5,192.168.1.9,,80.0,,
,Proxy,3558.0,guest_ext,,192.168.1.4,18978.0,80.0,,
2025-10-20 00:15:50,,6262.0,svc_account,192.168.1.6,,,,User admin_corp authenticated successfully via service 8713.,
2025-10-20 00:03:11,SIEM,,,203.0.113.4,,63461.0,,"Inbound email flagged as spear phishing, potentially delivering Emotet.",
,Firewall,2856.0,svc_account,,1.1.1.1,,,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:06:26,Proxy,,,,,61038.0,22.0,,
2025-10-20 00:06:28,EDR,8947.0,guest_ext,,192.168.1.10,32836.0,,,Network_Conn
2025-10-20 00:06:30,,,guest_ext,,,12190.0,443.0,,Vulnerability_Scan
2025-10-20 00:03:16,SIEM,,,,,36305.0,21.0,,
2025-10-20 00:13:08,Firewall,1123.0,,,,,3389.0,User user_a authenticated successfully via service 8122.,
2025-10-20 00:16:30,,,user_a,,203.0.113.5,,21.0,,Network_Conn
2025-10-20 00:13:16,SIEM,,user_a,,1.1.1.1,,,,File_Write
2025-10-20 00:10:00,,1455.0,admin_corp,,192.168.1.5,,,,
,Proxy,8277.0,,,,9134.0,,,Auth_Fail
2025-10-20 00:03:22,Firewall,,svc_account,192.168.1.2,203.0.113.1,22753.0,,,
2025-10-20 00:16:55,,,guest_ext,192.168.1.6,,36698.0,,,
,,2859.0,admin_corp,192.168.1.6,,,,,
2025-10-20 00:10:15,,5842.0,,192.168.1.10,,40479.0,22.0,User admin_corp authenticated successfully via service 8451.,
,Proxy,,guest_ext,203.0.113.5,192.168.1.10,54168.0,,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 00:06:54,EDR,,,,,43784.0,80.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:13:52,EDR,7340.0,svc_account,,1.1.1.1,9809.0,,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,
2025-10-20 00:10:27,EDR,7606.0,,,192.168.1.7,,22.0,User guest_ext authenticated successfully via service 8942.,Network_Conn
2025-10-20 00:03:30,,,,,192.168.1.2,,443.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 00:03:31,Proxy,4066.0,admin_corp,,192.168.1.7,52874.0,,,Email_Blocked
2025-10-20 00:03:32,,,user_a,,192.168.1.10,,80.0,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,
2025-10-20 00:14:12,,2675.0,,192.168.1.8,203.0.113.2,,,User svc_account authenticated successfully via service 8926.,Auth_Fail
,Firewall,6717.0,user_a,203.0.113.1,,61526.0,,User admin_corp authenticated successfully via service 8153.,Network_Conn
2025-10-20 00:14:20,,,svc_account,192.168.1.5,,,,,
,Proxy,,guest_ext,,203.0.113.5,,,,
,,,admin_corp,,1.1.1.1,12878.0,,,
2025-10-20 00:14:32,Firewall,,,,203.0.113.3,,21.0,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:07:18,,,,192.168.1.2,192.168.1.5,6368.0,3389.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,Vulnerability_Scan
,EDR,,admin_corp,192.168.1.6,192.168.1.4,23103.0,21.0,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",
2025-10-20 00:03:41,EDR,,user_a,,192.168.1.2,47697.0,,,
,,7164.0,,192.168.1.10,192.168.1.6,58262.0,443.0,,Auth_Fail
2025-10-20 00:11:09,Firewall,,,,,50250.0,22.0,User guest_ext authenticated successfully via service 8532.,
,EDR,3921.0,,,192.168.1.9,3030.0,443.0,User svc_account authenticated successfully via service 8248.,Network_Conn
,,,,192.168.1.9,192.168.1.3,,,User svc_account authenticated successfully via service 8197.,Auth_Fail
,,,,203.0.113.5,203.0.113.5,30803.0,,,
,EDR,2165.0,,,203.0.113.1,55715.0,3389.0,,
,,6778.0,admin_corp,,,10354.0,,,
,,4921.0,guest_ext,192.168.1.5,,60928.0,,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:03:50,SIEM,,guest_ext,203.0.113.4,,,,,
2025-10-20 00:15:24,Firewall,9045.0,,192.168.1.2,192.168.1.7,,,,File_Write
2025-10-20 00:03:52,SIEM,,user_a,203.0.113.1,203.0.113.4,,,Suspicious activity: FIN7 executed QakBot malware. File hash is 04f13d718736b3ae.,
2025-10-20 00:11:39,,2978.0,,,,55587.0,21.0,Suspicious activity: FIN7 executed LockBit malware. File hash is 2c7ae1133110a567.,
2025-10-20 00:03:54,SIEM,,admin_corp,192.168.1.1,,,,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
,Firewall,,svc_account,203.0.113.2,,,22.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,Proxy,9016.0,svc_account,192.168.1.7,,,22.0,,File_Write
,,,,203.0.113.4,,65402.0,21.0,,Auth_Fail
,,3347.0,admin_corp,,,57765.0,443.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,
2025-10-20 00:07:58,Firewall,8809.0,admin_corp,192.168.1.4,192.168.1.2,,443.0,,File_Write
2025-10-20 00:20:00,Firewall,9721.0,user_a,192.168.1.2,192.168.1.7,,,,
,EDR,2251.0,user_a,,192.168.1.9,,80.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,
,SIEM,9097.0,admin_corp,,,,,User svc_account authenticated successfully via service 8909.,
2025-10-20 00:16:12,,,user_a,,,,,,
,EDR,,admin_corp,,192.168.1.10,,,,
,,2788.0,,192.168.1.10,,,21.0,,Network_Conn
2025-10-20 00:16:24,Proxy,,,192.168.1.10,,,,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is f09c5fdf44b1633a.,File_Write
2025-10-20 00:20:35,Firewall,1359.0,,192.168.1.4,192.168.1.7,13791.0,22.0,Suspicious activity: FIN7 executed TrickBot malware. File hash is e264618afe32c4bd.,
2025-10-20 00:04:08,,2825.0,svc_account,,,,,,Email_Blocked
,SIEM,4977.0,admin_corp,192.168.1.9,192.168.1.5,,,,Network_Conn
2025-10-20 00:08:20,,,,192.168.1.5,,61261.0,,,
2025-10-20 00:08:22,,9247.0,guest_ext,192.168.1.4,192.168.1.6,57089.0,,,
,EDR,,,192.168.1.3,,27262.0,,User admin_corp authenticated successfully via service 8035.,
,Proxy,1751.0,,,192.168.1.7,26507.0,443.0,,File_Write
2025-10-20 00:16:56,Proxy,8702.0,,,,,,,Auth_Fail
2025-10-20 00:04:15,,,svc_account,,,,443.0,,Email_Blocked
,Firewall,,guest_ext,192.168.1.7,,61818.0,22.0,User guest_ext authenticated successfully via service 8673.,
2025-10-20 00:21:25,EDR,2385.0,,192.168.1.2,192.168.1.10,,21.0,User guest_ext authenticated successfully via service 8735.,
,Proxy,6978.0,user_a,192.168.1.5,,30639.0,,User user_a authenticated successfully via service 8841.,Auth_Fail
,Proxy,8191.0,,192.168.1.2,,,,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 738db95dca7a17f9.,
2025-10-20 00:17:20,,,,192.168.1.3,192.168.1.8,,443.0,,
2025-10-20 00:04:21,Proxy,3991.0,,,203.0.113.4,,3389.0,,
2025-10-20 00:13:06,Proxy,,guest_ext,203.0.113.5,,7515.0,80.0,User guest_ext authenticated successfully via service 8686.,
,,,admin_corp,192.168.1.9,192.168.1.2,,,User svc_account authenticated successfully via service 8331.,
2025-10-20 00:13:12,EDR,,svc_account,203.0.113.1,192.168.1.10,,3389.0,,Network_Conn
,Firewall,4966.0,user_a,192.168.1.7,,9640.0,,Suspicious activity: FIN7 executed QakBot malware. File hash is 16966afdc2c97b66.,
2025-10-20 00:04:26,Proxy,,admin_corp,,192.168.1.7,,,,Auth_Fail
,Proxy,7260.0,admin_corp,192.168.1.4,,35276.0,,,File_Write
2025-10-20 00:08:56,,,guest_ext,,,,80.0,,Email_Blocked
,,5755.0,admin_corp,,192.168.1.1,,443.0,User guest_ext authenticated successfully via service 8787.,
2025-10-20 00:13:30,,,svc_account,,,55832.0,,User user_a authenticated successfully via service 8672.,Network_Conn
2025-10-20 00:18:04,Firewall,,user_a,203.0.113.1,,,,User user_a authenticated successfully via service 8251.,Auth_Fail
2025-10-20 00:18:08,,,,,1.1.1.1,,443.0,User admin_corp authenticated successfully via service 8569.,Network_Conn
2025-10-20 00:18:12,Proxy,,user_a,,,63481.0,,,Vulnerability_Scan
2025-10-20 00:18:16,,3090.0,admin_corp,,203.0.113.5,38593.0,22.0,"Inbound email flagged as spear phishing, potentially delivering Emotet.",
,Proxy,,,,192.168.1.2,,,,Auth_Fail
,,6869.0,user_a,,,,21.0,,
,SIEM,3078.0,,,,33161.0,,,Email_Blocked
,,,admin_corp,,1.1.1.1,46877.0,443.0,,
2025-10-20 00:04:39,Firewall,3259.0,,192.168.1.7,,,22.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:04:40,Firewall,4311.0,,,192.168.1.1,3109.0,3389.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
,Firewall,,admin_corp,,192.168.1.1,,,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
,Proxy,,user_a,,192.168.1.2,39428.0,,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
,,,,,192.168.1.3,,22.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,Firewall,,,,192.168.1.9,7973.0,22.0,User guest_ext authenticated successfully via service 8958.,Network_Conn
