Time_Stamp,Log_Source,Event_ID,Username,Source_IP,Destination_IP,Source_Port,Dest_Port,Event_Description,Category_Type
2025-10-20 00:04:27,EDR,4767,admin_corp,192.168.1.6,192.168.1.8,37802,21,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:07:30,SIEM,9849,guest_ext,192.168.1.1,192.168.1.7,61149,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:03:02,SIEM,1237,admin_corp,203.0.113.1,192.168.1.4,23220,22,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 3ea33239b248b545.,File_Write
2025-10-20 00:03:04,SIEM,4656,guest_ext,203.0.113.1,203.0.113.3,62947,3389,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is 18f9632401352802.,File_Write
2025-10-20 00:04:39,Proxy,8263,admin_corp,192.168.1.8,203.0.113.5,63380,22,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 9a960dbc1ba2175d.,File_Write
2025-10-20 00:03:08,Firewall,5963,admin_corp,192.168.1.9,192.168.1.2,3040,3389,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 00:01:35,EDR,9864,guest_ext,203.0.113.5,203.0.113.3,13244,443,Suspicious activity: FIN7 executed Emotet malware. File hash is 16e0eaf60b38aeed.,File_Write
2025-10-20 00:04:48,Proxy,6894,user_a,192.168.1.2,192.168.1.1,56298,443,Suspicious activity: Mustang Panda executed Clop malware. File hash is 53632791041a2515.,File_Write
2025-10-20 00:04:51,SIEM,1000,guest_ext,203.0.113.5,192.168.1.8,34378,3389,Suspicious activity: Mustang Panda executed LockBit malware. File hash is e575b6894c4a5a9e.,File_Write
2025-10-20 00:04:54,SIEM,5520,admin_corp,203.0.113.1,192.168.1.6,52034,3389,Suspicious activity: WIZARD SPIDER executed QakBot malware. File hash is 09897ede9c452f69.,File_Write
2025-10-20 00:06:36,Proxy,8015,user_a,192.168.1.9,1.1.1.1,61773,80,User guest_ext authenticated successfully via service 8640.,Network_Conn
2025-10-20 00:01:40,Proxy,5443,guest_ext,192.168.1.2,203.0.113.5,12705,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:01:41,Firewall,1860,svc_account,192.168.1.2,192.168.1.4,21980,3389,User svc_account authenticated successfully via service 8971.,Network_Conn
2025-10-20 00:08:30,Firewall,4816,admin_corp,192.168.1.8,203.0.113.2,13915,443,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 00:01:43,Proxy,2033,user_a,192.168.1.4,203.0.113.5,41170,21,User svc_account authenticated successfully via service 8569.,Network_Conn
2025-10-20 00:05:12,EDR,7661,admin_corp,192.168.1.2,203.0.113.1,51248,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 00:03:30,SIEM,5795,guest_ext,192.168.1.9,203.0.113.4,7990,3389,Suspicious activity: FIN7 executed Emotet malware. File hash is 1e59a658c75a2863.,File_Write
2025-10-20 00:07:04,Firewall,6460,admin_corp,192.168.1.8,192.168.1.7,11262,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 00:03:34,SIEM,1822,user_a,203.0.113.1,192.168.1.7,17920,22,User user_a authenticated successfully via service 8467.,Network_Conn
2025-10-20 00:09:00,Proxy,8255,guest_ext,192.168.1.1,192.168.1.7,64770,3389,User user_a authenticated successfully via service 8458.,Auth_Fail
2025-10-20 00:03:38,SIEM,9642,guest_ext,192.168.1.2,203.0.113.4,46404,3389,User user_a authenticated successfully via service 8997.,Network_Conn
2025-10-20 00:09:10,SIEM,1646,admin_corp,192.168.1.7,192.168.1.8,54920,21,User svc_account authenticated successfully via service 8138.,Auth_Fail
2025-10-20 00:05:33,Proxy,5909,svc_account,203.0.113.3,192.168.1.2,1839,443,User svc_account authenticated successfully via service 8864.,Network_Conn
2025-10-20 00:05:36,EDR,6729,svc_account,203.0.113.2,192.168.1.4,29538,21,User admin_corp authenticated successfully via service 8218.,Auth_Fail
2025-10-20 00:09:25,SIEM,8522,svc_account,192.168.1.9,192.168.1.2,21418,80,Suspicious activity: Mustang Panda executed QakBot malware. File hash is a077e464d32d794e.,File_Write
2025-10-20 00:09:30,Proxy,6762,guest_ext,192.168.1.4,192.168.1.2,42581,21,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 00:09:35,Proxy,4790,svc_account,192.168.1.8,192.168.1.3,22914,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 00:01:56,EDR,6997,guest_ext,192.168.1.10,1.1.1.1,15457,21,User user_a authenticated successfully via service 8260.,Network_Conn
2025-10-20 00:07:48,Firewall,9308,guest_ext,192.168.1.2,192.168.1.7,49874,80,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:09:50,Firewall,5825,user_a,203.0.113.1,203.0.113.1,7001,22,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:05:57,SIEM,3557,admin_corp,192.168.1.1,192.168.1.1,58585,22,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:08:00,Proxy,6692,admin_corp,203.0.113.2,192.168.1.7,19016,80,Suspicious activity: APT29 executed TrickBot malware. File hash is f80c06b357fe2ceb.,File_Write
2025-10-20 00:10:05,Proxy,9624,user_a,203.0.113.5,192.168.1.9,4680,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:06:06,Firewall,1501,svc_account,203.0.113.3,192.168.1.1,9631,22,User user_a authenticated successfully via service 8318.,Auth_Fail
2025-10-20 00:08:12,SIEM,4481,svc_account,192.168.1.1,192.168.1.4,13541,443,User svc_account authenticated successfully via service 8553.,Auth_Fail
2025-10-20 00:10:20,Firewall,1391,svc_account,192.168.1.5,203.0.113.3,38662,22,User svc_account authenticated successfully via service 8281.,Network_Conn
2025-10-20 00:08:20,EDR,7535,user_a,192.168.1.2,192.168.1.2,25793,22,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:08:24,SIEM,4118,admin_corp,203.0.113.3,192.168.1.8,58136,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:08:28,EDR,2863,user_a,192.168.1.3,203.0.113.2,33668,22,Suspicious activity: FIN7 executed Clop malware. File hash is 4cbd72bb5237ddc2.,File_Write
2025-10-20 00:10:40,Firewall,3296,guest_ext,192.168.1.5,192.168.1.8,58209,21,Suspicious activity: Mustang Panda executed Emotet malware. File hash is a8235bcf31a31c5b.,File_Write
2025-10-20 00:06:27,Proxy,5237,user_a,192.168.1.7,192.168.1.1,29338,21,User svc_account authenticated successfully via service 8914.,Network_Conn
2025-10-20 00:02:10,SIEM,8152,user_a,203.0.113.1,1.1.1.1,35418,21,User admin_corp authenticated successfully via service 8599.,Network_Conn
2025-10-20 00:08:44,EDR,9290,user_a,203.0.113.2,192.168.1.2,24759,3389,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:04:24,SIEM,2125,guest_ext,192.168.1.7,192.168.1.3,12453,22,User admin_corp authenticated successfully via service 8861.,Network_Conn
2025-10-20 00:08:52,Firewall,1406,admin_corp,192.168.1.9,192.168.1.9,58306,22,User admin_corp authenticated successfully via service 8326.,Auth_Fail
2025-10-20 00:04:28,Firewall,1644,svc_account,203.0.113.2,192.168.1.7,12468,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 00:02:15,Proxy,3004,guest_ext,192.168.1.7,203.0.113.4,18017,21,User guest_ext authenticated successfully via service 8429.,Auth_Fail
2025-10-20 00:09:04,Firewall,2831,guest_ext,192.168.1.8,203.0.113.5,35548,21,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 0bdf61309966255a.,File_Write
2025-10-20 00:04:34,Proxy,6760,svc_account,192.168.1.1,192.168.1.1,16020,3389,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:06:54,SIEM,2629,svc_account,192.168.1.9,192.168.1.8,46021,22,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 79bbbdbc0ef4bc1d.,File_Write
2025-10-20 00:02:19,EDR,1554,svc_account,192.168.1.6,1.1.1.1,46332,443,Suspicious activity: Lazarus Group executed LockBit malware. File hash is cf095e80a7a94ba6.,File_Write
2025-10-20 00:02:20,Firewall,9349,svc_account,192.168.1.1,192.168.1.5,1705,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:11:45,EDR,6660,svc_account,192.168.1.3,192.168.1.1,9662,22,User svc_account authenticated successfully via service 8093.,Auth_Fail
2025-10-20 00:07:06,SIEM,4270,admin_corp,192.168.1.2,192.168.1.9,41160,80,Suspicious activity: FIN7 executed QakBot malware. File hash is fc6bf89ad2da3c99.,File_Write
2025-10-20 00:09:32,EDR,3267,user_a,192.168.1.2,192.168.1.10,5644,80,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:12:00,Proxy,8182,svc_account,203.0.113.3,203.0.113.3,27700,22,User svc_account authenticated successfully via service 8594.,Auth_Fail
2025-10-20 00:09:40,Firewall,9189,admin_corp,192.168.1.10,192.168.1.5,53386,21,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:04:52,EDR,4481,user_a,203.0.113.4,192.168.1.6,61598,21,User admin_corp authenticated successfully via service 8732.,Auth_Fail
2025-10-20 00:12:15,SIEM,7933,svc_account,203.0.113.1,192.168.1.6,25540,22,User svc_account authenticated successfully via service 8319.,Network_Conn
2025-10-20 00:07:24,SIEM,6092,user_a,192.168.1.4,203.0.113.1,63847,443,User guest_ext authenticated successfully via service 8114.,Auth_Fail
2025-10-20 00:09:56,EDR,5930,admin_corp,203.0.113.5,192.168.1.8,24572,22,User guest_ext authenticated successfully via service 8056.,Auth_Fail
2025-10-20 00:10:00,EDR,8926,user_a,192.168.1.8,192.168.1.3,31738,443,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 00:02:31,Proxy,8677,admin_corp,192.168.1.10,203.0.113.2,63686,3389,User svc_account authenticated successfully via service 8874.,Network_Conn
2025-10-20 00:02:32,SIEM,8134,admin_corp,192.168.1.10,192.168.1.1,3179,21,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:05:06,Firewall,6265,user_a,192.168.1.3,192.168.1.10,36752,3389,Suspicious activity: APT29 executed Emotet malware. File hash is c755ff07f11ed842.,File_Write
2025-10-20 00:05:08,EDR,1631,user_a,192.168.1.7,203.0.113.2,41020,443,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:02:35,SIEM,8997,svc_account,192.168.1.10,192.168.1.6,12228,80,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:05:12,EDR,5355,guest_ext,192.168.1.2,203.0.113.3,44751,22,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:05:14,SIEM,8210,svc_account,203.0.113.5,203.0.113.4,62931,3389,Suspicious activity: APT29 executed Clop malware. File hash is 22657633489a12a2.,File_Write
2025-10-20 00:02:38,Firewall,3262,svc_account,192.168.1.4,203.0.113.2,44291,3389,Suspicious activity: Mustang Panda executed Clop malware. File hash is 07fab3267bfcf7df.,File_Write
2025-10-20 00:10:36,EDR,1740,svc_account,192.168.1.1,203.0.113.3,46146,80,User svc_account authenticated successfully via service 8295.,Network_Conn
2025-10-20 00:10:40,SIEM,3916,guest_ext,192.168.1.2,203.0.113.1,64030,443,User user_a authenticated successfully via service 8955.,Network_Conn
2025-10-20 00:08:03,SIEM,7928,admin_corp,203.0.113.2,203.0.113.3,26275,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:05:24,EDR,1373,svc_account,192.168.1.2,192.168.1.9,28575,443,User user_a authenticated successfully via service 8526.,Network_Conn
2025-10-20 00:02:43,Proxy,5612,svc_account,192.168.1.10,1.1.1.1,8751,80,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
